Location ID,Latitude,Longitude,Equipment Lane Count,Lane Count,Electricity Number,Billing Month,Electricity Consumption (kWh),Feeder Line Category,Power Outage Group,Billing Period (Start),Billing Period (End),Billing Date,Lighting Usage Category,Number of Usage Days Last Year (Second Half),Billed kWh - Regular (Peak),Number of Usage Days Same Period Last Year,Average Electricity Consumption,Electricity Usage Same Period Last Year,Electricity Usage Last Year (Second Half),Number of Usage Days This Period,Unnamed: 21,Station
,,,,,05-58-4010-13-9,2024-10,947,YY48,B,2024-09-13,2024-10-14,2024-10-21, ,28,947,33,無,1027,735,32,泰山收費站,泰山
,,,,,05-58-4010-13-9,2024-11,784,YY48,B,2024-10-15,2024-11-13,2024-11-20, ,30,784,28,無,735,684,30,泰山收費站,泰山
,,,,,05-58-4010-13-9,2024-12,761,YY48,B,2024-11-14,2024-12-12,2024-12-19, ,34,761,30,無,684,635,29,泰山收費站,泰山
01F0376S,25.058667,121.397306,5,5,05-58-4587-96-6,2024-05,4130,YR35,D,2024-03-14,2024-05-15,2024-05-22,G08,60,4130,58,2586,3746,4037,63,01F-037.6SN,泰山
01F0376S,25.058667,121.397306,5,5,05-58-4587-96-6,2024-07,3953,YR35,D,2024-05-16,2024-07-14,2024-07-19,G08,62,3953,60,2806,4037,4228,60,01F-037.6SN,泰山
01F0376S,25.058667,121.397306,5,5,05-58-4587-96-6,2024-09,4570,YR35,D,2024-07-15,2024-09-15,2024-09-23,G08,59,4570,62,3147,4228,3923,63,01F-037.6SN,泰山
01F0376S,25.058667,121.397306,5,5,05-58-4587-96-6,2024-11,4095,YR35,D,2024-09-16,2024-11-14,2024-11-21,G08,64,4095,59,2541,3923,4200,60,01F-037.6SN,泰山
01H0333N,25.068147,121.435133,3,2,05-59-0005-06-6,2024-05,2194,YM21,D,2024-03-18,2024-05-19,2024-05-24,G08,58,2194,60,4381,2002,2061,63,01H-033.3N,泰山
01H0333N,25.068147,121.435133,3,2,05-59-0005-06-6,2024-07,2103,YM21,D,2024-05-20,2024-07-16,2024-07-23,G08,62,2103,58,4470,2061,2238,58,01H-033.3N,泰山
01H0333N,25.068147,121.435133,3,2,05-59-0005-06-6,2024-09,2344,YM21,D,2024-07-17,2024-09-18,2024-09-25,G08,61,2344,62,4866,2238,2125,64,01H-033.3N,泰山
01H0333N,25.068147,121.435133,3,2,05-59-0005-06-6,2024-11,2145,YR32,D,2024-09-19,2024-11-18,2024-11-25,G08,64,2145,61,3910,2125,2108,61,01H-033.3N,泰山
01H0334S,25.068728,121.433281,3,2,05-60-0049-06-1,2024-06,2088,YU23,B,2024-03-25,2024-05-23,2024-06-03,G08,59,2088,60,3251,2035,2114,60,01H-033.4S,泰山
01H0334S,25.068728,121.433281,3,2,05-60-0049-06-1,2024-08,2319,YU23,B,2024-05-24,2024-07-25,2024-08-01,G08,62,2319,59,3892,2114,2255,63,01H-033.4S,泰山
01H0334S,25.068728,121.433281,3,2,05-60-0049-06-1,2024-10,2214,YU23,B,2024-07-26,2024-09-24,2024-10-01,G08,62,2214,62,3976,2255,2152,61,01H-033.4S,泰山
01H0334S,25.068728,121.433281,3,2,05-60-0049-06-1,2024-12,2189,YU23,B,2024-09-25,2024-11-25,2024-12-02,G08,62,2189,62,3189,2152,2088,62,01H-033.4S,泰山
01F0339S,25.068239,121.428764,6,5,05-60-1502-96-2,2024-06,2825,YU23,B,2024-03-25,2024-05-23,2024-06-03,G08,59,2825,60,2825,3775,3161,60,01F-033.9SN,泰山
01F0339S,25.068239,121.428764,6,5,05-60-1502-96-2,2024-08,2924,YU23,B,2024-05-24,2024-07-25,2024-08-01,G08,62,2924,59,2924,3161,3068,63,01F-033.9SN,泰山
01F0339S,25.068239,121.428764,6,5,05-60-1502-96-2,2024-10,2818,YU23,B,2024-07-26,2024-09-24,2024-10-01,G08,62,2818,62,2818,3068,2775,61,01F-033.9SN,泰山
01F0339S,25.068239,121.428764,6,5,05-60-1502-96-2,2024-12,2769,YU23,B,2024-09-25,2024-11-25,2024-12-02,G08,62,2769,62,2769,2775,2716,62,01F-033.9SN,泰山
01F0413S,25.064969,121.363561,5,5,05-79-6000-88-7,2024-05,4035,5F62,B,2024-03-19,2024-05-20,2024-05-27,B21,58,4035,58,2255,3730,3783,63,01F-041.3SN,泰山
01F0413S,25.064969,121.363561,5,5,05-79-6000-88-7,2024-07,3871,5F62,B,2024-05-21,2024-07-17,2024-07-24,B21,62,3871,58,2640,3783,4057,58,01F-041.3SN,泰山
01F0413S,25.064969,121.363561,5,5,05-79-6000-88-7,2024-09,4299,5F62,B,2024-07-18,2024-09-19,2024-09-26,B21,61,4299,62,3264,4057,3913,64,01F-041.3SN,泰山
01F0413S,25.064969,121.363561,5,5,05-79-6000-88-7,2024-11,3959,5F62,B,2024-09-20,2024-11-19,2024-11-26,B21,64,3959,61,2457,3913,4024,61,01F-041.3SN,泰山
03F0525S,24.936025,121.3419,5,4,05-82-9002-02-7,2024-06,4051,5D29,H,2024-03-27,2024-05-27,2024-06-05,B21,61,4051,59,2213,3754,4156,62,03F-052.5SN,樹林
03F0525S,24.936025,121.3419,5,4,05-82-9002-02-7,2024-08,4155,5D29,H,2024-05-28,2024-07-29,2024-08-05,B21,60,4155,61,2323,4156,4108,63,03F-052.5SN,樹林
03F0525S,24.936025,121.3419,5,4,05-82-9002-02-7,2024-10,3924,5D29,H,2024-07-30,2024-09-26,2024-10-03,B21,62,3924,60,2203,4108,4039,59,03F-052.5SN,樹林
03F0525S,24.936025,121.3419,5,4,05-82-9002-02-7,2024-12,4138,5D29,H,2024-09-27,2024-11-27,2024-12-04,B21,62,4138,62,2256,4039,3934,62,03F-052.5SN,樹林
03F0559S,24.930225,121.312458,4,4,05-85-3501-02-1,2024-06,3770,YP33,H,2024-04-15,2024-06-13,2024-06-24,B21,61,3770,56,1893,3427,3940,60,03F-055.9SN,樹林
03F0559S,24.930225,121.312458,4,4,05-85-3501-02-1,2024-08,3964,YP33,H,2024-06-14,2024-08-14,2024-08-21,B21,64,3964,61,2447,3940,4227,62,03F-055.9SN,樹林
03F0559S,24.930225,121.312458,4,4,05-85-3501-02-1,2024-10,3966,YP33,H,2024-08-15,2024-10-15,2024-10-22,B21,60,3966,64,2421,4227,3826,62,03F-055.9SN,樹林
03F0559S,24.930225,121.312458,4,4,05-85-3501-02-1,2024-12,3768,YP33,H,2024-10-16,2024-12-15,2024-12-20,B21,67,3768,60,1758,3826,4080,61,03F-055.9SN,樹林
03F0498S,24.943825,121.365275,5,4,05-92-3333-02-6,2024-05,3853,5D21,C,2024-03-07,2024-05-08,2024-05-15,B21,60,3853,58,2646,3480,3526,63,03F-049.8SN,樹林
03F0498S,24.943825,121.365275,5,4,05-92-3333-02-6,2024-07,3722,5D21,C,2024-05-09,2024-07-07,2024-07-12,B21,62,3722,60,2940,3526,3955,60,03F-049.8SN,樹林
03F0498S,24.943825,121.365275,5,4,05-92-3333-02-6,2024-09,3954,5D21,C,2024-07-08,2024-09-08,2024-09-13,B21,59,3954,62,3271,3955,3739,63,03F-049.8SN,樹林
03F0498S,24.943825,121.365275,5,4,05-92-3333-02-6,2024-11,3651,5D21,C,2024-09-09,2024-11-07,2024-11-14,B21,64,3651,59,2867,3739,3886,60,03F-049.8SN,樹林
,,,,,05-92-5678-13-1,2024-05,1061,5A29,C,2024-04-09,2024-05-09,2024-05-16, ,28,1061,28,無,974,937,31,樹林收費站,樹林
,,,,,05-92-5678-13-1,2024-06,956,5A29,C,2024-05-10,2024-06-06,2024-06-18, ,30,956,28,無,937,1097,28,樹林收費站,樹林
,,,,,05-92-5678-13-1,2024-07,1428,5A29,C,2024-06-07,2024-07-08,2024-07-15, ,29,1428,30,無,1097,1144,32,樹林收費站,樹林
,,,,,05-92-5678-13-1,2024-08,1461,5A29,C,2024-07-09,2024-08-08,2024-08-15, ,33,1461,29,無,1144,1323,31,樹林收費站,樹林
,,,,,05-92-5678-13-1,2024-09,1475,5A29,C,2024-08-09,2024-09-09,2024-09-16, ,29,1475,33,無,1323,1071,32,樹林收費站,樹林
,,,,,05-92-5678-13-1,2024-10,1204,5A29,C,2024-09-10,2024-10-08,2024-10-16, ,30,1204,29,無,1071,925,29,樹林收費站,樹林
,,,,,05-92-5678-13-1,2024-11,1218,5A29,C,2024-10-09,2024-11-10,2024-11-15, ,32,1218,30,無,925,807,33,樹林收費站,樹林
,,,,,05-92-5678-13-1,2024-12,938,5A29,C,2024-11-11,2024-12-09,2024-12-16, ,34,938,32,無,807,782,29,樹林收費站,樹林
01F0928S,24.808453,121.010306,4,3,06-17-8194-00-6,2024-05,2262,FC12,H,2024-03-11,2024-05-12,2024-05-17,B21,58,2262,60,3191,2096,2104,63,01F-092.8SN,楊梅
01F0928S,24.808453,121.010306,4,3,06-17-8194-00-6,2024-07,2228,FC12,H,2024-05-13,2024-07-09,2024-07-16,B21,62,2228,58,3773,2104,2290,58,01F-092.8SN,楊梅
01F0928S,24.808453,121.010306,4,3,06-17-8194-00-6,2024-09,2502,FC12,H,2024-07-10,2024-09-10,2024-09-18,B21,61,2502,62,4153,2290,2201,63,01F-092.8SN,楊梅
01F0928S,24.808453,121.010306,4,3,06-17-8194-00-6,2024-11,2380,FC12,H,2024-09-11,2024-11-11,2024-11-18,B21,64,2380,61,3667,2201,2233,62,01F-092.8SN,楊梅
01F0950S,24.789622,121.005247,4,3,06-18-2925-00-8,2024-06,3968,FC08,D,2024-04-11,2024-06-11,2024-06-20,B21,61,3968,56,4515,3435,3927,62,01F-095.0S,楊梅
01F0950S,24.789622,121.005247,4,3,06-18-2925-00-8,2024-08,4113,FC08,D,2024-06-12,2024-08-12,2024-08-19,B21,60,4113,61,5630,3927,3952,62,01F-095.0S,楊梅
01F0950S,24.789622,121.005247,4,3,06-18-2925-00-8,2024-10,4056,FC08,D,2024-08-13,2024-10-13,2024-10-18,B21,62,4056,60,5599,3952,3860,62,01F-095.0S,楊梅
01F0950S,24.789622,121.005247,4,3,06-18-2925-00-8,2024-12,3728,FC08,D,2024-10-14,2024-12-11,2024-12-18,B21,62,3728,62,4263,3860,3737,59,01F-095.0S,楊梅
01F0956N,24.783944,121.003725,4,3,06-25-0054-44-2,2024-06,2205,FD25,A,2024-04-17,2024-06-17,2024-06-26,B21,59,2205,56,18428,2148,2385,62,01F-095.6N,楊梅
01F0956N,24.783944,121.003725,4,3,06-25-0054-44-2,2024-08,2636,FD25,A,2024-06-18,2024-08-18,2024-08-23,B21,66,2636,59,19729,2385,2667,62,01F-095.6N,楊梅
01F0956N,24.783944,121.003725,4,3,06-25-0054-44-2,2024-10,2478,FD25,A,2024-08-19,2024-10-17,2024-10-24,B21,58,2478,66,15451,2667,2227,60,01F-095.6N,楊梅
01F0956N,24.783944,121.003725,4,3,06-25-0054-44-2,2024-12,2376,FD25,A,2024-10-18,2024-12-17,2024-12-24,B21,68,2376,58,11819,2227,2533,61,01F-095.6N,楊梅
01F0880S,24.848719,121.019031,4,3,06-40-7891-22-3,2024-06,3744,FR37,A,2024-04-11,2024-06-11,2024-06-20,B21,61,3744,56,3649,3417,3897,62,01F-088.0SN,楊梅
01F0880S,24.848719,121.019031,4,3,06-40-7891-22-3,2024-08,3964,FR37,A,2024-06-12,2024-08-12,2024-08-19,B21,60,3964,61,4933,3897,3780,62,01F-088.0SN,楊梅
01F0880S,24.848719,121.019031,4,3,06-40-7891-22-3,2024-10,3990,FR37,A,2024-08-13,2024-10-13,2024-10-18,B21,62,3990,60,4599,3780,3728,62,01F-088.0SN,楊梅
01F0880S,24.848719,121.019031,4,3,06-40-7891-22-3,2024-12,3655,FR37,A,2024-10-14,2024-12-11,2024-12-18,B21,62,3655,62,3580,3728,3554,59,01F-088.0SN,楊梅
03F1051S,24.753094,120.945675,4,3,06-49-2942-79-0,2024-06,3305,FX09,H,2024-04-12,2024-06-12,2024-06-21,B21,61,3305,56,3042,2843,3209,62,03F-105.1SN,楊梅
03F1051S,24.753094,120.945675,4,3,06-49-2942-79-0,2024-08,3507,FX09,H,2024-06-13,2024-08-13,2024-08-20,B21,64,3507,61,3948,3209,3343,62,03F-105.1SN,楊梅
03F1051S,24.753094,120.945675,4,3,06-49-2942-79-0,2024-10,3449,FX09,H,2024-08-14,2024-10-14,2024-10-21,B21,58,3449,64,3809,3343,2947,62,03F-105.1SN,楊梅
03F1051S,24.753094,120.945675,4,3,06-49-2942-79-0,2024-12,3150,FX09,H,2024-10-15,2024-12-12,2024-12-19,B21,69,3150,58,3423,2947,3467,59,03F-105.1SN,楊梅
03F0783S,24.797339,121.179128,4,3,06-59-1756-00-2,2024-05,3517,FS28,A,2024-03-07,2024-05-08,2024-05-15,G08,60,3517,58,1036,3209,3414,63,03F-078.3SN,楊梅
03F0783S,24.797339,121.179128,4,3,06-59-1756-00-2,2024-07,3394,FS28,A,2024-05-09,2024-07-07,2024-07-12,G08,62,3394,60,1141,3414,3465,60,03F-078.3SN,楊梅
03F0783S,24.797339,121.179128,4,3,06-59-1756-00-2,2024-09,3738,FS28,A,2024-07-08,2024-09-08,2024-09-13,G08,59,3738,62,1315,3465,3435,63,03F-078.3SN,楊梅
03F0783S,24.797339,121.179128,4,3,06-59-1756-00-2,2024-11,3563,FS28,A,2024-09-09,2024-11-07,2024-11-14,G08,64,3563,59,1104,3435,3487,60,03F-078.3SN,楊梅
03F0846S,24.791439,121.125997,4,3,06-61-2986-00-6,2024-06,3585,FS31,A,2024-04-12,2024-06-12,2024-06-21,G08,61,3585,56,1973,3136,3568,62,03F-084.6SN,楊梅
03F0846S,24.791439,121.125997,4,3,06-61-2986-00-6,2024-08,3800,FS31,A,2024-06-13,2024-08-13,2024-08-20,G08,64,3800,61,2297,3568,3521,62,03F-084.6SN,楊梅
03F0846S,24.791439,121.125997,4,3,06-61-2986-00-6,2024-10,3685,FS31,A,2024-08-14,2024-10-14,2024-10-21,G08,58,3685,64,2192,3521,3530,62,03F-084.6SN,楊梅
03F0846S,24.791439,121.125997,4,3,06-61-2986-00-6,2024-12,3438,FS31,A,2024-10-15,2024-12-12,2024-12-19,G08,69,3438,58,1853,3530,3929,59,03F-084.6SN,楊梅
03F0961S,24.758442,121.030425,4,3,06-79-7298-00-4,2024-05,3579,FF29,H,2024-02-27,2024-05-02,2024-05-09,B21,61,3579,56,1184,2908,3561,66,03F-096.1SN,楊梅
03F0961S,24.758442,121.030425,4,3,06-79-7298-00-4,2024-07,3715,FF29,H,2024-05-03,2024-07-01,2024-07-08,B21,62,3715,61,1287,3561,3805,60,03F-096.1SN,楊梅
03F0961S,24.758442,121.030425,4,3,06-79-7298-00-4,2024-09,3794,FF29,H,2024-07-02,2024-09-02,2024-09-09,B21,59,3794,62,1718,3805,3493,63,03F-096.1SN,楊梅
03F0961S,24.758442,121.030425,4,3,06-79-7298-00-4,2024-11,3689,FF29,H,2024-09-03,2024-11-03,2024-11-08,B21,63,3689,59,1835,3493,3606,62,03F-096.1SN,楊梅
03F0961S,24.758442,121.030425,4,3,06-79-7298-00-4,2025-01,3039,FF29,H,2024-11-04,2024-12-29,2025-01-07,B21,61,3039,63,1397,3606,3258,56,03F-096.1SN,楊梅
03F1022N,24.757914,120.972267,4,3,06-92-5139-00-4,2024-07,3214,FX07,D,2024-04-24,2024-06-23,2024-07-03,B21,64,3214,59,4337,3120,3496,61,03F-102.2N,楊梅
03F1022N,24.757914,120.972267,4,3,06-92-5139-00-4,2024-09,3636,FX07,D,2024-06-24,2024-08-25,2024-09-04,B21,59,3636,64,6418,3496,3129,63,03F-102.2N,楊梅
03F1022N,24.757914,120.972267,4,3,06-92-5139-00-4,2024-11,3232,FX07,D,2024-08-26,2024-10-24,2024-11-05,B21,63,3232,59,5457,3129,3285,60,03F-102.2N,楊梅
03F1022N,24.757914,120.972267,4,3,06-92-5139-00-4,2025-01,3109,FX07,D,2024-10-25,2024-12-23,2025-01-06,B21,61,3109,63,3830,3285,3218,60,03F-102.2N,楊梅
01F1045N,24.727131,120.951897,4,3,06-92-8262-00-1,2024-07,3477,F303,H,2024-04-25,2024-06-24,2024-07-08,B21,64,3477,57,3237,3410,3651,61,01F-104.5N,后里
01F1045N,24.727131,120.951897,4,3,06-92-8262-00-1,2024-09,3816,F303,H,2024-06-25,2024-08-26,2024-09-09,B21,61,3816,64,4520,3651,3404,63,01F-104.5N,后里
01F1045N,24.727131,120.951897,4,3,06-92-8262-00-1,2024-11,3592,F303,H,2024-08-27,2024-10-27,2024-11-08,B21,63,3592,61,3771,3404,3505,62,01F-104.5N,后里
01F1045N,24.727131,120.951897,4,3,06-92-8262-00-1,2025-01,3491,F303,H,2024-10-28,2024-12-24,2025-01-07,B21,59,3491,63,2750,3505,3422,58,01F-104.5N,后里
01F0980S,24.763586,120.998861,4,3,06-93-3712-00-5,2024-06,2352,FC17,H,2024-03-21,2024-05-21,2024-06-04,B21,61,2352,58,2681,2166,2148,62,01F-098.0S,楊梅
01F0980S,24.763586,120.998861,4,3,06-93-3712-00-5,2024-08,2464,FC17,H,2024-05-22,2024-07-23,2024-08-02,B21,62,2464,61,3401,2148,2293,63,01F-098.0S,楊梅
01F0980S,24.763586,120.998861,4,3,06-93-3712-00-5,2024-10,2401,FC17,H,2024-07-24,2024-09-22,2024-10-02,B21,62,2401,62,3497,2293,2293,61,01F-098.0S,楊梅
01F0980S,24.763586,120.998861,4,3,06-93-3712-00-5,2024-12,2354,FC17,H,2024-09-23,2024-11-21,2024-12-03,B21,60,2354,62,2606,2293,2085,60,01F-098.0S,楊梅
01F0979N,24.764414,120.999897,5,4,06-93-3723-00-8,2024-06,2669,FC17,H,2024-03-21,2024-05-21,2024-06-04,B21,61,2669,58,2681,2548,2579,62,01F-097.9N,楊梅
01F0979N,24.764414,120.999897,5,4,06-93-3723-00-8,2024-08,2717,FC17,H,2024-05-22,2024-07-23,2024-08-02,B21,62,2717,61,3401,2579,2741,63,01F-097.9N,楊梅
01F0979N,24.764414,120.999897,5,4,06-93-3723-00-8,2024-10,2651,FC17,H,2024-07-24,2024-09-22,2024-10-02,B21,62,2651,62,3497,2741,2686,61,01F-097.9N,楊梅
01F0979N,24.764414,120.999897,5,4,06-93-3723-00-8,2024-12,2622,FC17,H,2024-09-23,2024-11-21,2024-12-03,B21,60,2622,62,2606,2686,2387,60,01F-097.9N,楊梅
03F0996S,24.755811,120.997269,4,4,06-93-8144-00-8,2024-06,3903,F301,H,2024-03-22,2024-05-22,2024-06-05,B21,59,3903,60,2200,3624,3556,62,03F-099.6SN,楊梅
03F0996S,24.755811,120.997269,4,4,06-93-8144-00-8,2024-08,3964,F311,H,2024-05-23,2024-07-24,2024-08-05,B21,62,3964,59,2802,3556,3660,63,03F-099.6SN,楊梅
03F0996S,24.755811,120.997269,4,4,06-93-8144-00-8,2024-10,4016,F311,H,2024-07-25,2024-09-23,2024-10-03,B21,62,4016,62,2958,3660,3838,61,03F-099.6SN,楊梅
03F0996S,24.755811,120.997269,4,4,06-93-8144-00-8,2024-12,3688,F311,H,2024-09-24,2024-11-24,2024-12-04,B21,62,3688,62,2190,3838,3522,62,03F-099.6SN,楊梅
01F1839S,24.130767,120.617247,4,3,07-28-3773-91-0,2024-06,3635,G934,D,2024-04-12,2024-06-12,2024-06-21,B21,61,3635,56,2509,3290,3582,62,01F-183.9SN,員林
01F1839S,24.130767,120.617247,4,3,07-28-3773-91-0,2024-08,3840,G934,D,2024-06-13,2024-08-13,2024-08-20,B21,64,3840,61,3242,3582,3680,62,01F-183.9SN,員林
01F1839S,24.130767,120.617247,4,3,07-28-3773-91-0,2024-10,3785,G934,D,2024-08-14,2024-10-14,2024-10-21,B21,58,3785,64,2967,3680,3357,62,01F-183.9SN,員林
01F1839S,24.130767,120.617247,4,3,07-28-3773-91-0,2024-12,3482,G934,D,2024-10-15,2024-12-12,2024-12-19,B21,69,3482,58,2274,3357,3499,59,01F-183.9SN,員林
03F1860N,24.177831,120.548244,4,3,07-31-0851-05-9,2024-05,3586,GX35,D,2024-03-04,2024-05-05,2024-05-10,G08,57,3586,60,2440,2977,3347,63,03F-186.0N,后里
03F1860N,24.177831,120.548244,4,3,07-31-0851-05-9,2024-07,3200,GX35,D,2024-05-06,2024-07-02,2024-07-09,G08,62,3200,57,2614,3347,3462,58,03F-186.0N,后里
03F1860N,24.177831,120.548244,4,3,07-31-0851-05-9,2024-09,3817,GX35,D,2024-07-03,2024-09-03,2024-09-10,G08,59,3817,62,3078,3462,3260,63,03F-186.0N,后里
03F1860N,24.177831,120.548244,4,3,07-31-0851-05-9,2024-11,3313,GX35,D,2024-09-04,2024-11-04,2024-11-11,G08,67,3313,59,2660,3260,3346,62,03F-186.0N,后里
03F1779N,24.234647,120.593306,4,3,07-32-4705-67-5,2024-05,3480,GM26,H,2024-03-13,2024-05-14,2024-05-21,B21,60,3480,58,2773,3073,3319,63,03F-177.9N,后里
03F1779N,24.234647,120.593306,4,3,07-32-4705-67-5,2024-07,3182,GM26,H,2024-05-15,2024-07-11,2024-07-18,B21,60,3182,60,3068,3319,3319,58,03F-177.9N,后里
03F1779N,24.234647,120.593306,4,3,07-32-4705-67-5,2024-09,3527,GM26,H,2024-07-12,2024-09-12,2024-09-20,B21,61,3527,60,3313,3319,3205,63,03F-177.9N,后里
03F1779N,24.234647,120.593306,4,3,07-32-4705-67-5,2024-11,3371,GM26,H,2024-09-13,2024-11-13,2024-11-20,B21,64,3371,61,2816,3205,3361,62,03F-177.9N,后里
01F1802S,24.163706,120.621933,4,3,07-39-7668-87-8,2024-05,3521,HT31,C,2024-03-18,2024-05-19,2024-05-24,B13,58,3521,60,3400,3312,3263,63,01F-180.2SN,員林
01F1802S,24.163706,120.621933,4,3,07-39-7668-87-8,2024-07,3565,HT31,C,2024-05-20,2024-07-16,2024-07-23,B13,62,3565,58,4097,3263,3465,58,01F-180.2SN,員林
01F1802S,24.163706,120.621933,4,3,07-39-7668-87-8,2024-09,3900,HT31,C,2024-07-17,2024-09-18,2024-09-25,B13,61,3900,62,4737,3465,3250,64,01F-180.2SN,員林
01F1802S,24.163706,120.621933,4,3,07-39-7668-87-8,2024-11,3591,HK28,C,2024-09-19,2024-11-18,2024-11-25,B13,64,3591,61,4158,3250,3536,61,01F-180.2SN,員林
03F1651S,24.334719,120.635578,4,3,07-40-0356-91-5,2024-06,3345,G737,H,2024-04-15,2024-06-13,2024-06-24,B21,61,3345,56,2314,2982,3344,60,03F-165.1S,后里
03F1651S,24.334719,120.635578,4,3,07-40-0356-91-5,2024-08,3615,G737,H,2024-06-14,2024-08-14,2024-08-21,B21,64,3615,61,3173,3344,3225,62,03F-165.1S,后里
03F1651S,24.334719,120.635578,4,3,07-40-0356-91-5,2024-10,3440,G737,H,2024-08-15,2024-10-15,2024-10-22,B21,60,3440,64,2927,3225,3240,62,03F-165.1S,后里
03F1651S,24.334719,120.635578,4,3,07-40-0356-91-5,2024-12,3174,G737,H,2024-10-16,2024-12-15,2024-12-20,B21,67,3174,60,2682,3240,3656,61,03F-165.1S,后里
03F1633N,24.341119,120.651567,4,3,07-40-0913-93-1,2024-06,3313,G728,E,2024-04-16,2024-06-16,2024-06-25,B21,59,3313,56,2704,3314,3343,62,03F-163.3N,后里
03F1633N,24.341119,120.651567,4,3,07-40-0913-93-1,2024-08,3505,G728,E,2024-06-17,2024-08-15,2024-08-22,B21,64,3505,59,2943,3343,3623,60,03F-163.3N,后里
03F1633N,24.341119,120.651567,4,3,07-40-0913-93-1,2024-10,3364,G728,E,2024-08-16,2024-10-16,2024-10-23,B21,60,3364,64,2876,3623,3188,62,03F-163.3N,后里
03F1633N,24.341119,120.651567,4,3,07-40-0913-93-1,2024-12,3196,G728,E,2024-10-17,2024-12-16,2024-12-23,B21,67,3196,60,2792,3188,3480,61,03F-163.3N,后里
01F1621N,24.301186,120.697325,4,3,07-41-7890-23-5,2024-05,3383,3C22,E,2024-03-18,2024-05-19,2024-05-24,D12,58,3383,60,2552,3414,3380,63,01F-162.1N,后里
01F1621N,24.301186,120.697325,4,3,07-41-7890-23-5,2024-07,3440,3C22,E,2024-05-20,2024-07-16,2024-07-23,D12,62,3440,58,2856,3380,3478,58,01F-162.1N,后里
01F1621N,24.301186,120.697325,4,3,07-41-7890-23-5,2024-09,3632,3C22,E,2024-07-17,2024-09-18,2024-09-25,D12,61,3632,62,3214,3478,4214,64,01F-162.1N,后里
01F1621N,24.301186,120.697325,4,3,07-41-7890-23-5,2024-11,3518,3C22,E,2024-09-19,2024-11-18,2024-11-25,D12,64,3518,61,2660,4214,2227,61,01F-162.1N,后里
,,,,,07-41-7902-05-7,2024-05,4162,3C22,E,2024-04-17,2024-05-19,2024-05-24, ,28,4162,28,無,3209,4159,33,后里作業室,后里
,,,,,07-41-7902-05-7,2024-06,3764,3C22,E,2024-05-20,2024-06-17,2024-06-26, ,30,3764,28,無,4159,5246,29,后里作業室,后里
,,,,,07-41-7902-05-7,2024-07,5041,3C22,E,2024-06-18,2024-07-16,2024-07-23, ,29,5041,30,無,5246,4543,29,后里作業室,后里
,,,,,07-41-7902-05-7,2024-08,5581,3C22,E,2024-07-17,2024-08-18,2024-08-23, ,33,5581,29,無,4543,5289,33,后里作業室,后里
,,,,,07-41-7902-05-7,2024-09,4931,3C22,E,2024-08-19,2024-09-18,2024-09-25, ,33,4931,33,無,5289,5074,31,后里作業室,后里
,,,,,07-41-7902-05-7,2024-10,3985,3C22,E,2024-09-19,2024-10-17,2024-10-24, ,28,3985,33,無,5074,3564,29,后里作業室,后里
,,,,,07-41-7902-05-7,2024-11,3455,3C22,E,2024-10-18,2024-11-18,2024-11-25, ,30,3455,28,無,3564,2852,32,后里作業室,后里
,,,,,07-41-7902-05-7,2024-12,2550,3C22,E,2024-11-19,2024-12-17,2024-12-24, ,34,2550,30,無,2852,3385,29,后里作業室,后里
01F1664S,24.262647,120.691956,5,4,07-43-9350-10-3,2024-05,4144,GG24,E,2024-03-08,2024-05-09,2024-05-16,D12,58,4144,60,3692,3844,3975,63,01F-166.4S,后里
01F1664S,24.262647,120.691956,5,4,07-43-9350-10-3,2024-07,4080,GG24,E,2024-05-10,2024-07-08,2024-07-15,D12,62,4080,58,4045,3975,4065,60,01F-166.4S,后里
01F1664S,24.262647,120.691956,5,4,07-43-9350-10-3,2024-09,4302,GG24,E,2024-07-09,2024-09-09,2024-09-16,D12,59,4302,62,4642,4065,3736,63,01F-166.4S,后里
01F1664S,24.262647,120.691956,5,4,07-43-9350-10-3,2024-11,4075,GG24,E,2024-09-10,2024-11-10,2024-11-15,D12,66,4075,59,3704,3736,4307,62,01F-166.4S,后里
01F1699S,24.231536,120.686625,4,3,07-54-7348-93-8,2024-05,3800,H748,E,2024-03-04,2024-05-05,2024-05-10,B21,57,3800,60,3083,3159,3548,63,01F-169.9S,后里
01F1699S,24.231536,120.686625,4,3,07-54-7348-93-8,2024-07,3567,H748,E,2024-05-06,2024-07-02,2024-07-09,B21,62,3567,57,3244,3548,3504,58,01F-169.9S,后里
01F1699S,24.231536,120.686625,4,3,07-54-7348-93-8,2024-09,3898,H748,E,2024-07-03,2024-09-03,2024-09-10,B21,59,3898,62,3666,3504,3503,63,01F-169.9S,后里
01F1699S,24.231536,120.686625,4,3,07-54-7348-93-8,2024-11,3625,H748,E,2024-09-04,2024-11-04,2024-11-11,B21,67,3625,59,3079,3503,3609,62,01F-169.9S,后里
01F1572S,24.339147,120.72085,4,3,07-61-9049-70-2,2024-06,3339,GJ30,E,2024-04-18,2024-06-18,2024-06-27,D12,61,3339,56,1819,2915,3125,62,01F-157.2S,后里
01F1572S,24.339147,120.72085,4,3,07-61-9049-70-2,2024-08,3463,GJ30,E,2024-06-19,2024-08-19,2024-08-26,D12,64,3463,61,2166,3125,3390,62,01F-157.2S,后里
