點位編號,緯度,經度,點位座標,設備車道數,車道數,電號,用電地址,收費月份,用電度數,應繳總金額,繳費狀況,繳費期限,代收截止日,饋線別,停電組別,計費期間(起),計費期間(訖),收費日期,收費戶區,戶名,通訊地址,統編,上次抄表日,本次抄表日,下次抄表日,代繳帳號,下次收費日,終契日期,停電日期,停電日數,服務所,行業別,電燈用途別,電價種類,時間種類,扣款日,本期碳排量,去年全年平均電價,當期每度平均電價,查核碼,去年下期用電日數,計費度數－經常（尖峰）度數,上期預繳餘額,去年同期用電日數,調整係數（％）,功率因數調整費,基本電費（約定）,基本電費（非約定）,經常（尖峰）需量,離峰需量,本期預繳餘額,稅前應繳總金額,平均用電度數,用電超出比例,加〈減〉收金額,停電扣減金額,電價調整金額,計費度數－週六半尖峰度數,週六半尖峰需量,去年同期應繳總金額,去年同期用電度數,營業稅,功率因數（％）,計費度數－離峰度數,經常（尖峰）契約,底度,電子帳單優惠減收金額,去年下期用電度數,流動電費,遲付費用,本期用電日數,收費區,維運站,備註,資料提供
01F1774S,24.184592,120.635611,"N24° 11'4.53""  E120° 38'8.20""",4,3,07-76-1723-73-2,台中市西屯區西屯段４８７地號環中路二段１０９０號後２７公尺,11310,3324,13413,已繳,1131106,1131211,HR23,A,1130812,1131010,1131017,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130812,113年10月11日,113年12月11日,000100100******,113年12月17日, , ,0,　,無,B13,表燈營業用,非時間電價,113年11月05日,1642,無,4.04,755,62,*3324,無,62,無,無,無,無,無,無,無,12774.0元,3200,無,無,無,無,無,無,11236元,3043,639.0元,無,無,無,40,-10.0元,1673,13423.4元,無,60,01F-177.4SN,中區員林,,phase 1
01F1774S,24.184592,120.635611,"N24° 11'4.53""  E120° 38'8.20""",4,3,07-76-1723-73-2,台中市西屯區西屯段４８７地號環中路二段１０９０號後２７公尺,11312,2530,7728,已繳,1140106,1140210,HP25,A,1131011,1131210,1131217,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1131011,113年12月11日,114年02月10日,000100100******,114年02月14日, , ,0,　,無,B13,表燈營業用,非時間電價,114年01月05日,1250,無,3.06,755,62,2530,無,62,無,無,無,無,無,無,無,7360.0元,2633,無,無,無,無,無,無,4482元,1673,368.0元,無,無,無,40,-10.0元,3363,7738.1元,無,61,01F-177.4SN,中區員林,,phase 1
03F1992N,24.102525,120.578747,"N24° 6'9.09""  E120° 34'43.49""",4,3,08-01-2793-97-8,彰化縣彰化市聖安段１２４３地號,11306,4816,19401,已繳,1130623,1130726,9N23,A,1130325,1130523,1130603,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130325,113年05月24日,113年07月26日,000100100******,113年08月01日, , ,0,　,無,G08,表燈營業用,非時間電價,113年06月23日,2384,無,無,753,59,4816,無,60,無,無,無,無,無,無,無,18477.0元,2363,104,無,無,無,無,無,15211元,4190,924.0元,無,無,無,40,-10.0元,5242,19411.3元,無,60,03F-199.2N,中區員林,,phase 1
03F1992N,24.102525,120.578747,"N24° 6'9.09""  E120° 34'43.49""",4,3,08-01-2793-97-8,彰化縣彰化市聖安段１２４３地號,11308,5099,25742,已繳,1130821,1130925,9N23,A,1130524,1130725,1130801,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130524,113年07月26日,113年09月25日,000100100******,113年10月01日, , ,0,　,無,G08,表燈營業用,非時間電價,113年08月23日,2519,無,無,255,62,5099,無,59,無,無,無,無,無,無,無,24516.0元,2967,72,無,無,無,無,無,25132元,5242,1226.0元,無,無,無,40,-10.0元,4875,25752.0元,無,63,03F-199.2N,中區員林,,phase 1
03F1992N,24.102525,120.578747,"N24° 6'9.09""  E120° 34'43.49""",4,3,08-01-2793-97-8,彰化縣彰化市聖安段１２４３地號,11310,4811,24379,已繳,1131021,1131126,9N23,A,1130726,1130924,1131001,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130726,113年09月25日,113年11月26日,000100100******,113年12月02日, , ,0,　,無,G08,表燈營業用,非時間電價,113年10月23日,2377,無,無,756,62,4811,無,62,無,無,無,無,無,無,無,23218.0元,2658,81,無,無,無,無,無,23499元,4875,1161.0元,無,無,無,40,-10.0元,4716,24388.8元,無,61,03F-199.2N,中區員林,,phase 1
03F1992N,24.102525,120.578747,"N24° 6'9.09""  E120° 34'43.49""",4,3,08-01-2793-97-8,彰化縣彰化市聖安段１２４３地號,11312,4831,20081,已繳,1131222,1140121,9N23,A,1130925,1131125,1131202,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130925,113年11月26日,114年01月21日,000100100******,114年02月03日, , ,0,　,無,G08,表燈營業用,非時間電價,113年12月23日,2387,無,4.16,550,62,4831,無,62,無,無,無,無,無,無,無,19125.0元,2423,99,無,無,無,無,無,18692元,4716,956.0元,無,無,無,40,-10.0元,4553,20090.8元,無,62,03F-199.2N,中區員林,,phase 1
03F1944S,24.119011,120.536692,"N24° 7'8.44""  E120° 32'12.09""",4,3,08-02-1362-70-5,彰化縣和美鎮中寮北段９地號,11306,2165,6388,已繳,1130624,1130729,9K40,A,1130326,1130526,1130604,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130326,113年05月27日,113年07月29日,000100100******,113年08月02日, , ,0,　,無,B21,表燈營業用,非時間電價,113年06月23日,1072,無,無,855,61,2165,無,60,無,無,無,無,無,無,無,6084.0元,3083,無,無,無,無,無,無,6102元,2144,304.0元,無,無,無,40,-10.0元,2231,6397.5元,無,62,03F-194.4S,中區后里,,phase 1
03F1944S,24.119011,120.536692,"N24° 7'8.44""  E120° 32'12.09""",4,3,08-02-1362-70-5,彰化縣和美鎮中寮北段９地號,11308,2434,8902,已繳,1130822,1130926,9K40,A,1130527,1130728,1130802,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130527,113年07月29日,113年09月26日,000100100******,113年10月02日, , ,0,　,無,B21,表燈營業用,非時間電價,113年08月23日,1202,無,無,55,60,2434,無,61,無,無,無,無,無,無,無,8478.0元,3722,無,無,無,無,無,無,7633元,2231,424.0元,無,無,無,40,-10.0元,2150,8911.6元,無,63,03F-194.4S,中區后里,,phase 1
03F1944S,24.119011,120.536692,"N24° 7'8.44""  E120° 32'12.09""",4,3,08-02-1362-70-5,彰化縣和美鎮中寮北段９地號,11310,2150,7766,已繳,1131022,1131127,9K40,A,1130729,1130925,1131002,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130729,113年09月26日,113年11月27日,000100100******,113年12月03日, , ,0,　,無,B21,表燈營業用,非時間電價,113年10月23日,1062,無,無,756,62,2150,無,60,無,無,無,無,無,無,無,7396.0元,3658,無,無,無,無,無,無,7474元,2150,370.0元,無,無,無,40,-10.0元,2233,7776.0元,無,59,03F-194.4S,中區后里,,phase 1
03F1944S,24.119011,120.536692,"N24° 7'8.44""  E120° 32'12.09""",4,3,08-02-1362-70-5,彰化縣和美鎮中寮北段９地號,11312,2261,6878,已繳,1131223,1140122,9K40,A,1130926,1131126,1131203,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130926,113年11月27日,114年01月22日,000100100******,114年02月04日, , ,0,　,無,B21,表燈營業用,非時間電價,113年12月23日,1117,無,3.05,750,62,2261,無,62,無,無,無,無,無,無,無,6550.0元,3100,無,無,無,無,無,無,6614元,2233,328.0元,無,無,無,40,-10.0元,2191,6888.3元,無,62,03F-194.4S,中區后里,,phase 1
03F1941N,24.120947,120.534547,"N24° 7'15.41""  E120° 32'4.37""",4,3,08-02-1365-70-8,彰化縣和美鎮中圍段２０地號,11306,2132,6269,已繳,1130624,1130729,9K40,A,1130326,1130526,1130604,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130326,113年05月27日,113年07月29日,000100100******,113年08月02日, , ,0,　,無,B21,表燈營業用,非時間電價,113年06月23日,1055,無,無,655,61,2132,無,60,無,無,無,無,無,無,無,5970.0元,3083,無,無,無,無,無,無,6181元,2167,299.0元,無,無,無,40,-10.0元,2311,6279.0元,無,62,03F-194.1N,中區后里,,phase 1
03F1941N,24.120947,120.534547,"N24° 7'15.41""  E120° 32'4.37""",4,3,08-02-1365-70-8,彰化縣和美鎮中圍段２０地號,11308,2633,9776,已繳,1130822,1130926,9K40,A,1130527,1130728,1130802,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130527,113年07月29日,113年09月26日,000100100******,113年10月02日, , ,0,　,無,B21,表燈營業用,非時間電價,113年08月23日,1301,無,無,355,60,2633,無,61,無,無,無,無,無,無,無,9310.0元,3722,無,無,無,無,無,無,7964元,2311,466.0元,無,無,無,40,-10.0元,2423,9785.7元,無,63,03F-194.1N,中區后里,,phase 1
03F1941N,24.120947,120.534547,"N24° 7'15.41""  E120° 32'4.37""",4,3,08-02-1365-70-8,彰化縣和美鎮中圍段２０地號,11310,2258,8248,已繳,1131022,1131127,9K40,A,1130729,1130925,1131002,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130729,113年09月26日,113年11月27日,000100100******,113年12月03日, , ,0,　,無,B21,表燈營業用,非時間電價,113年10月23日,1116,無,無,956,62,2258,無,60,無,無,無,無,無,無,無,7855.0元,3658,無,無,無,無,無,無,8635元,2423,393.0元,無,無,無,40,-10.0元,2307,8257.6元,無,59,03F-194.1N,中區后里,,phase 1
03F1941N,24.120947,120.534547,"N24° 7'15.41""  E120° 32'4.37""",4,3,08-02-1365-70-8,彰化縣和美鎮中圍段２０地號,11312,2264,6889,已繳,1131223,1140122,9K40,A,1130926,1131126,1131203,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130926,113年11月27日,114年01月22日,000100100******,114年02月04日, , ,0,　,無,B21,表燈營業用,非時間電價,113年12月23日,1118,無,3.05,50,62,2264,無,62,無,無,無,無,無,無,無,6561.0元,3100,無,無,無,無,無,無,6877元,2307,328.0元,無,無,無,40,-10.0元,2154,6899.3元,無,62,03F-194.1N,中區后里,,phase 1
01F1960S,24.085622,120.52785,"N24° 5'8.24""  E120° 31'40.26""",5,4,08-06-1795-88-2,彰化縣彰化市線東段１８１地號,11305,4243,15969,已繳,1130530,1130703,IH21,A,1130304,1130505,1130510,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130304,113年05月06日,113年07月03日,000100100******,113年07月09日, , ,0,　,無,G08,表燈營業用,非時間電價,113年06月01日,2100,無,無,954,57,4243,無,60,無,無,無,無,無,無,無,15209.0元,3552,19,無,無,無,無,無,11462元,3471,760.0元,無,無,無,40,-10.0元,3662,15978.9元,無,63,01F-196.0SN,中區員林,,Phase 1
01F1960S,24.085622,120.52785,"N24° 5'8.24""  E120° 31'40.26""",5,4,08-06-1795-88-2,彰化縣彰化市線東段１８１地號,11307,3919,16482,已繳,1130729,1130904,IH21,A,1130506,1130702,1130709,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130506,113年07月03日,113年09月04日,000100100******,113年09月10日, , ,0,　,無,G08,表燈營業用,非時間電價,113年08月01日,1940,無,無,557,62,3919,無,57,無,無,無,無,無,無,無,15697.0元,3702,無,無,無,無,無,無,12104元,3662,785.0元,無,無,無,40,-10.0元,4144,16491.5元,無,58,01F-196.0SN,中區員林,,phase 1
01F1960S,24.085622,120.52785,"N24° 5'8.24""  E120° 31'40.26""",5,4,08-06-1795-88-2,彰化縣彰化市線東段１８１地號,11309,4415,21575,已繳,1130930,1131105,IH21,A,1130703,1130903,1130910,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130703,113年09月04日,113年11月05日,000100100******,113年11月11日, , ,0,　,無,G08,表燈營業用,非時間電價,113年10月01日,2181,無,無,756,59,4415,無,62,無,無,無,無,無,無,無,20548.0元,4208,無,無,無,無,無,無,15178元,4144,1027.0元,無,無,無,40,-10.0元,3943,21585.2元,無,63,01F-196.0SN,中區員林,,phase 1
01F1960S,24.085622,120.52785,"N24° 5'8.24""  E120° 31'40.26""",5,4,08-06-1795-88-2,彰化縣彰化市線東段１８１地號,11311,4131,17390,已繳,1131201,1140102,IH21,A,1130904,1131104,1131111,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130904,113年11月05日,114年01月02日,000100100******,114年01月08日, , ,0,　,無,G08,表燈營業用,非時間電價,113年12月01日,2041,無,4.22,752,67,4131,無,59,無,無,無,無,無,無,無,16562.0元,3524,17,無,無,無,無,無,12933元,3943,828.0元,無,無,無,40,-10.0元,4362,17400.3元,無,62,01F-196.0SN,中區員林,,phase 1
01F2011S,24.040639,120.522786,"N24° 2'26.30""  E120° 31'22.03""",4,3,08-45-2853-98-4,彰化縣花壇鄉口庄段４９２地號,11306,3639,13829,已繳,1130716,1130819,IK40,B,1130417,1130617,1130626,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130417,113年06月18日,113年08月19日,000100100******,113年08月23日, , ,0,　,無,G08,表燈營業用,非時間電價,113年07月16日,1801,無,無,654,59,3639,無,56,無,無,無,無,無,無,無,13170.0元,1910,91,無,無,無,無,無,11102元,3294,659.0元,無,無,無,40,-10.0元,3691,13838.5元,無,62,01F-201.1SN,中區員林,,phase 1
01F2011S,24.040639,120.522786,"N24° 2'26.30""  E120° 31'22.03""",4,3,08-45-2853-98-4,彰化縣花壇鄉口庄段４９２地號,11308,3832,17448,已繳,1130912,1131018,IK40,B,1130618,1130818,1130823,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130618,113年08月19日,113年10月18日,000100100******,113年10月24日, , ,0,　,無,G08,表燈營業用,非時間電價,113年09月16日,1893,無,無,556,66,3832,無,59,無,無,無,無,無,無,無,16617.0元,2159,77,無,無,無,無,無,15661元,3691,831.0元,無,無,無,40,-10.0元,3783,17457.5元,無,62,01F-201.1SN,中區員林,,phase 1
01F2011S,24.040639,120.522786,"N24° 2'26.30""  E120° 31'22.03""",4,3,08-45-2853-98-4,彰化縣花壇鄉口庄段４９２地號,11310,3812,16352,已繳,1131113,1131218,IK40,B,1130819,1131017,1131024,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130819,113年10月18日,113年12月18日,000100100******,113年12月24日, , ,0,　,無,G08,表燈營業用,非時間電價,113年11月16日,1883,無,4.3,355,58,3812,無,66,無,無,無,無,無,無,無,15573.0元,2137,78,無,無,無,無,無,15554元,3783,779.0元,無,無,無,40,-10.0元,3375,16362.1元,無,60,01F-201.1SN,中區員林,,phase 1
01F2011S,24.040639,120.522786,"N24° 2'26.30""  E120° 31'22.03""",4,3,08-45-2853-98-4,彰化縣花壇鄉口庄段４９２地號,11312,3514,12283,已繳,1140113,1140217,IK40,B,1131018,1131217,1131224,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1131018,113年12月18日,114年02月17日,000100100******,114年02月21日, , ,0,　,無,G08,表燈營業用,非時間電價,114年01月16日,1736,無,3.5,155,68,3514,無,58,無,無,無,無,無,無,無,11698.0元,1887,86,無,無,無,無,無,10997元,3375,585.0元,無,無,無,40,-10.0元,3766,12292.6元,無,61,01F-201.1SN,中區員林,,phase 1
01F2089S,23.971794,120.506117,"N23° 58'18.46""  E120° 30'22.02""",4,3,08-55-3004-86-7,彰化縣溪湖鎮三塊厝段７４３地號,11306,3528,12305,已繳,1130624,1130729,ID21,E,1130326,1130526,1130604,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130326,113年05月27日,113年07月29日,000100100******,113年08月02日, , ,0,　,無,G08,表燈營業用,非時間電價,113年06月23日,1746,無,無,455,61,3528,無,60,無,無,無,無,無,無,無,11719.0元,1665,112,無,無,無,無,無,11995元,3569,586.0元,無,無,無,40,-10.0元,3890,12315.4元,無,62,01F-208.9SN,中區員林,,phase 1
01F2089S,23.971794,120.506117,"N23° 58'18.46""  E120° 30'22.02""",4,3,08-55-3004-86-7,彰化縣溪湖鎮三塊厝段７４３地號,11308,3667,16030,已繳,1130822,1130926,IP29,B,1130527,1130728,1130802,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130527,113年07月29日,113年09月26日,000100100******,113年10月02日, , ,0,　,無,G08,表燈營業用,非時間電價,113年08月23日,1812,無,無,255,60,3667,無,61,無,無,無,無,無,無,無,15267.0元,1923,91,無,無,無,無,無,16545元,3890,763.0元,無,無,無,40,-10.0元,3671,16039.6元,無,63,01F-208.9SN,中區員林,,phase 1
01F2089S,23.971794,120.506117,"N23° 58'18.46""  E120° 30'22.02""",4,3,08-55-3004-86-7,彰化縣溪湖鎮三塊厝段７４３地號,11310,3456,14785,已繳,1131022,1131127,IP29,B,1130729,1130925,1131002,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130729,113年09月26日,113年11月27日,000100100******,113年12月03日, , ,0,　,無,G08,表燈營業用,非時間電價,113年10月23日,1707,無,無,856,62,3456,無,60,無,無,無,無,無,無,無,14081.0元,1885,83,無,無,無,無,無,15529元,3671,704.0元,無,無,無,40,-10.0元,3740,14795.4元,無,59,01F-208.9SN,中區員林,,phase 1
01F2089S,23.971794,120.506117,"N23° 58'18.46""  E120° 30'22.02""",4,3,08-55-3004-86-7,彰化縣溪湖鎮三塊厝段７４３地號,11312,3655,13319,已繳,1131223,1140122,IP29,B,1130926,1131126,1131203,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130926,113年11月27日,114年01月22日,000100100******,114年02月04日, , ,0,　,無,G08,表燈營業用,非時間電價,113年12月23日,1806,無,3.65,350,62,3655,無,62,無,無,無,無,無,無,無,12685.0元,1684,117,無,無,無,無,無,13343元,3740,634.0元,無,無,無,40,-10.0元,3517,13328.8元,無,62,01F-208.9SN,中區員林,,phase 1
01F2249S,23.830569,120.484881,"N23° 49'50.05""  E120° 29'5.57""",4,3,08-70-3349-79-3,彰化縣溪州鄉和平段１地號,11306,3350,11886,已繳,1130711,1130814,IF28,E,1130412,1130612,1130621,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130412,113年06月13日,113年08月14日,000100100******,113年08月20日, , ,0,　,無,G08,表燈營業用,非時間電價,113年07月05日,1658,無,無,654,61,3350,無,56,無,無,無,無,無,無,無,11320.0元,4400,無,無,無,無,無,無,9463元,3030,566.0元,無,無,無,40,-10.0元,3294,11896.4元,無,62,01F-224.9SN,中區員林,,phase 1
01F2249S,23.830569,120.484881,"N23° 49'50.05""  E120° 29'5.57""",4,3,08-70-3349-79-3,彰化縣溪州鄉和平段１地號,11308,3535,15343,已繳,1130909,1131015,IF28,E,1130613,1130813,1130820,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130613,113年08月14日,113年10月15日,000100100******,113年10月21日, , ,0,　,無,G08,表燈營業用,非時間電價,113年09月05日,1746,無,無,756,64,3535,無,61,無,無,無,無,無,無,無,14612.0元,4491,無,無,-1.7元,無,無,無,13033元,3294,731.0元,無,無,無,40,-10.0元,3526,15354.8元,無,62,01F-224.9SN,中區員林,,phase 1
01F2249S,23.830569,120.484881,"N23° 49'50.05""  E120° 29'5.57""",4,3,08-70-3349-79-3,彰化縣溪州鄉和平段１地號,11310,3466,14215,已繳,1131110,1131213,IF28,E,1130814,1131014,1131021,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130814,113年10月15日,113年12月13日,000100100******,113年12月19日, , ,0,　,無,G08,表燈營業用,非時間電價,113年11月05日,1712,無,4.11,253,58,3466,無,64,無,無,無,無,無,無,無,13538.0元,3565,無,無,無,無,無,無,14133元,3526,677.0元,無,無,無,40,-10.0元,3062,14224.8元,無,62,01F-224.9SN,中區員林,,phase 1
01F2249S,23.830569,120.484881,"N23° 49'50.05""  E120° 29'5.57""",4,3,08-70-3349-79-3,彰化縣溪州鄉和平段１地號,11312,3146,10237,已繳,1140108,1140212,IF28,E,1131015,1131212,1131219,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1131015,113年12月13日,114年02月12日,000100100******,114年02月18日, , ,0,　,無,G08,表燈營業用,非時間電價,114年01月05日,1554,無,3.26,555,69,3146,無,58,無,無,無,無,無,無,無,9750.0元,4220,無,無,無,無,無,無,9369元,3062,487.0元,無,無,無,40,-10.0元,3594,10246.5元,無,59,01F-224.9SN,中區員林,,phase 1
01F2156S,23.912769,120.49765,"N23° 54'45.97""  E120° 29'51.54""",4,3,08-72-1337-64-0,彰化縣田尾鄉新豐段１１０６地號,11305,3268,10704,已繳,1130530,1130703,IX33,F,1130304,1130505,1130510,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130304,113年05月06日,113年07月03日,000100100******,113年07月09日, , ,0,　,無,G08,表燈營業用,非時間電價,113年06月01日,1618,無,無,754,57,3268,無,60,無,無,無,無,無,無,無,10194.0元,981,233,無,無,無,無,無,8434元,2822,510.0元,無,無,無,40,-10.0元,3235,10713.9元,無,63,01F-215.6SN,中區員林,,Phase 1
01F2156S,23.912769,120.49765,"N23° 54'45.97""  E120° 29'51.54""",4,3,08-72-1337-64-0,彰化縣田尾鄉新豐段１１０６地號,11307,3326,12687,已繳,1130729,1130904,IX33,F,1130506,1130702,1130709,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130506,113年07月03日,113年09月04日,000100100******,113年09月10日, , ,0,　,無,G08,表燈營業用,非時間電價,113年08月01日,1646,無,無,157,62,3326,無,57,無,無,無,無,無,無,無,12083.0元,1208,175,無,無,無,無,無,11393元,3235,604.0元,無,無,無,40,-10.0元,3386,12697.1元,無,58,01F-215.6SN,中區員林,,phase 1
01F2156S,23.912769,120.49765,"N23° 54'45.97""  E120° 29'51.54""",4,3,08-72-1337-64-0,彰化縣田尾鄉新豐段１１０６地號,11309,3473,14906,已繳,1130930,1131105,IX33,F,1130703,1130903,1130910,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130703,113年09月04日,113年11月05日,000100100******,113年11月11日, , ,0,　,無,G08,表燈營業用,非時間電價,113年10月01日,1716,無,無,556,59,3473,無,62,無,無,無,無,無,無,無,14196.0元,1473,136,無,無,無,無,無,13642元,3386,710.0元,無,無,無,40,-10.0元,3170,14915.8元,無,63,01F-215.6SN,中區員林,,phase 1
01F2156S,23.912769,120.49765,"N23° 54'45.97""  E120° 29'51.54""",4,3,08-72-1337-64-0,彰化縣田尾鄉新豐段１１０６地號,11311,3383,12736,已繳,1131201,1140102,IX33,F,1130904,1131104,1131111,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130904,113年11月05日,114年01月02日,000100100******,114年01月08日, , ,0,　,無,G08,表燈營業用,非時間電價,113年12月01日,1671,無,3.77,252,67,3383,無,59,無,無,無,無,無,無,無,12130.0元,1294,161,無,無,無,無,無,11207元,3170,606.0元,無,無,無,40,-10.0元,3461,12746.3元,無,62,01F-215.6SN,中區員林,,phase 1
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,08-87-8620-12-3,彰縣埤頭鄉和豐村埔尾路５２－１號２樓機房,11305,2831,12683,已繳,1130609,1130619,IX32,F,1130418,1130520,1130527,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130418,113年05月21日,113年06月19日,000100100******,113年06月27日, , ,0,　,電信業(610), ,電力需量營業用,非時間電價,113年06月05日,1401,無,無,123,28,2831,無,28,無,無,3464.0元,無,9,無,無,12079.0元,無,無,無,無,無,無,無,11980元,3045,604.0元,無,無,20,無,-10.0元,3486,9229.0元,無,33,員林收費站,中區員林,,Phase 1
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,08-87-8620-12-3,彰縣埤頭鄉和豐村埔尾路５２－１號２樓機房,11306,2791,13520,已繳,1130710,1130718,IX32,F,1130521,1130618,1130627,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130521,113年06月19日,113年07月18日,000100100******,113年07月24日, , ,0,　,電信業(610), ,電力需量營業用,非時間電價,113年07月05日,1382,無,無,621,30,2791,無,28,無,無,4262.0元,無,12,無,無,12876.0元,無,無,無,-142.1元,無,無,無,14088元,3486,644.0元,無,無,20,無,-10.0元,4071,9410.4元,無,29,員林收費站,中區員林,,phase 1
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,08-87-8620-12-3,彰縣埤頭鄉和豐村埔尾路５２－１號２樓機房,11307,3408,16438,已繳,1130806,1130820,IX32,F,1130619,1130717,1130724,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130619,113年07月18日,113年08月20日,000100100******,113年08月26日, , ,0,　,電信業(610), ,電力需量營業用,非時間電價,113年08月05日,1687,無,無,627,31,3408,無,30,無,無,4724.0元,無,13,無,無,15655.0元,無,無,無,無,無,無,無,16723元,4071,783.0元,無,無,20,無,-10.0元,3896,11723.5元,無,29,員林收費站,中區員林,,phase 1
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,08-87-8620-12-3,彰縣埤頭鄉和豐村埔尾路５２－１號２樓機房,11308,3388,16369,已繳,1130908,1130920,IX32,F,1130718,1130819,1130826,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130718,113年08月20日,113年09月20日,000100100******,113年09月26日, , ,0,　,電信業(610), ,電力需量營業用,非時間電價,113年09月05日,1674,無,無,925,31,3388,無,31,無,無,4724.0元,無,12,無,無,15590.0元,無,無,無,無,無,無,無,16207元,3896,779.0元,無,無,20,無,-10.0元,4243,11654.7元,無,33,員林收費站,中區員林,,phase 1
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,08-87-8620-12-3,彰縣埤頭鄉和豐村埔尾路５２－１號２樓機房,11309,3369,16303,已繳,1131009,1131021,IX32,F,1130820,1130919,1130926,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130820,113年09月20日,113年10月21日,000100100******,113年10月25日, , ,0,　,電信業(610), ,電力需量營業用,非時間電價,113年10月05日,1664,無,無,425,33,3369,無,31,無,無,4724.0元,無,11,無,無,15527.0元,無,無,無,無,無,無,無,17231元,4243,776.0元,無,無,20,無,-10.0元,3899,11589.3元,無,31,員林收費站,中區員林,,phase 1
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,08-87-8620-12-3,彰縣埤頭鄉和豐村埔尾路５２－１號２樓機房,11310,2881,13635,已繳,1131107,1131120,IX32,F,1130920,1131020,1131025,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130920,113年10月21日,113年11月20日,000100100******,113年11月26日, , ,0,　,電信業(610), ,電力需量營業用,非時間電價,113年11月05日,1423,無,無,726,28,2881,無,33,93.8,無,3925.9元,無,10,無,無,12986.0元,無,無,無,無,-140.1元,無,無,15386元,3899,649.0元,無,無,20,無,-10.0元,2399,9859.5元,無,31,員林收費站,中區員林,,phase 1
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,08-87-8620-12-3,彰縣埤頭鄉和豐村埔尾路５２－１號２樓機房,11311,2429,12057,已繳,1131209,1131219,IX32,F,1131021,1131119,1131126,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1131021,113年11月20日,113年12月19日,000100100******,113年12月25日, , ,0,　,電信業(610), ,電力需量營業用,非時間電價,113年12月05日,1200,無,無,623,30,2429,無,28,93.8,無,3464.0元,無,8,無,無,11483.0元,無,無,無,無,-797.5元,無,無,10171元,2399,574.0元,無,無,20,無,-10.0元,2028,9400.2元,無,30,員林收費站,中區員林,,phase 1
